c_id,name,origin
C03838,5'-Phosphoribosylglycinamide; GAR; N1-(5-Phospho-D-ribosyl)glycinamide; Glycinamide ribonucleotide; N1-(5-Phospho-beta-D-ribosyl)glycinamide,green
C05212,1-Radyl-2-acyl-sn-glycero-3-phosphocholine; 1-Organyl-2-acyl-sn-glycero-3-phosphocholine; 2-Acyl-1-alkyl-sn-glycero-3-phosphocholine,yellow
C05974,2-Acyl-sn-glycero-3-phosphoserine; 2-Acyl-1-lyso-phosphatidylserine,green
C03845,5alpha-Cholest-8-en-3beta-ol; Zymostenol; Cholestenol,yellow
C21485,Cytidylyl molybdenum cofactor; Molybdopterin cytosine dinucleotide cofactor,blue
C16217,3-Hydroxyoctadecanoyl-CoA; 3-Hydroxystearoyl-CoA; beta-Hydroxystearoyl-CoA,yellow
C05831,3-Methoxyanthranilate; 3-Methoxyanthranilic acid,yellow
C04063,"D-myo-Inositol 3,4-bisphosphate; 1D-myo-Inositol 3,4-bisphosphate; Inositol 3,4-bisphosphate",yellow
C15814,Thiocarboxy-[sulfur-carrier protein]; [Sulfur-carrier protein]-Gly-NH-CH2-C(O)SH,green
C16739,L-Arginyl-protein; N-Terminal L-arginyl-[protein],yellow
C02183,"Phloroglucinol; 1,3,5-Benzenetriol; 1,3,5-Trihydroxybenzene; Benzene-1,3,5-triol",blue
C00576,Betaine aldehyde,green
C00859,Gibberellin A1; Gibberellin 1,yellow
C01920,Geranoyl-CoA; cis-Geranyl-CoA,yellow
C21072,Palmitoleoyl-CoA; (9Z)-Hexadec-9-enoyl-CoA; (9Z)-Hexadecenoyl-CoA; 9Z-Hexadecenoyl-CoA,yellow
C15858,"7,9,7',9'-tetracis-Lycopene; 7,9,7',9'-Tetra-cis-lycopene",yellow
C06037,"Digalactosyl-diacylglycerol; DGDG; Gal-alpha1->6Gal-beta1->3acyl2Gro; Galalpha1->6Galbeta1->3acyl2Gro; 1,2-Diacyl-3-O-[alpha-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol; 3-[alpha-D-Galactosyl-(1->6)-beta-D-galactosyl]-1,2-diacyl-sn-glycerol; 2,3-Di-O-acyl-1-O-(6-O-alpha-D-galactosyl-beta-D-galactosyl)-D-glycerol",yellow
C11830,13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester; 13(1)-Oxo-Mg-protoporphyrin IX 13-monomethyl ester,yellow
C21459,6-Hydroxyferuloyl-CoA,yellow
C00536,Triphosphate; Triphosphoric acid; Tripolyphosphate; Inorganic triphosphate,green
C05479,"5beta-Pregnane-3,20-dione",yellow
C02094,beta-Carotene; all-trans-beta-Carotene,yellow
C06006,(S)-2-Aceto-2-hydroxybutanoate; (S)-2-Hydroxy-2-ethyl-3-oxobutanoate; (2S)-2-Ethyl-2-hydroxy-3-oxobutanoic acid,green
C06510,Adenosine-GDP-cobinamide; Adenosylcobinamide-GDP,blue
C04702,UDPMurNAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala); UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine; UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine,blue
C21880,[Protein]-S-[5-carboxy-1-(5-O-phosphono-beta-D-ribofuranosyl)pyridin-1-ium-3-carbonyl]-L-cysteine,blue
C14775,"14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid",yellow
C00227,Acetyl phosphate,blue
C20378,Enoylpimeloyl-[acp] methyl ester; Enoylpimeloyl-[acyl-carrier protein] methyl ester,green
C04646,6-Thioinosine-5'-monophosphate; 9-(5-Phospho-1-ribofuranosyl)-6-mercaptopurine,green
C04751,1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-5-amino-4-carboxyimidazole; 5'-Phosphoribosyl-5-amino-4-imidazolecarboxylate; 1-(5'-Phosphoribosyl)-4-carboxy-5-aminoimidazole; 5'-Phosphoribosyl-4-carboxy-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate,blue
C19624,22-Oxodocosanoate,yellow
C06114,gamma-Glutamyl-beta-aminopropiononitrile; gamma-Glutamyl-3-aminopropiononitrile,green
C00148,L-Proline; 2-Pyrrolidinecarboxylic acid,green
C07836,D-glycero-beta-D-manno-Heptose 7-phosphate,blue
C03912,(S)-1-Pyrroline-5-carboxylate; L-1-Pyrroline-5-carboxylate; 1-Pyrroline-5-carboxylate,green
C06614,trans-3-Chloroacrylic acid,green
C00410,"Progesterone; 4-Pregnene-3,20-dione",green
C03824,2-Aminomuconate semialdehyde; 2-Aminomuconate 6-semialdehyde,yellow
C13550,"Cerebrosterol; 24-Hydroxycholesterol; Cholest-5-ene-3,24-diol; (24S)-24-Hydroxycholesterol; (24S)-Cholest-5-ene-3beta,24-diol",yellow
C15780,"5-Dehydroepisterol; 5,7,24(28)-Ergostatrienol; Ergosta-5,7,24(28)-trien-3beta-ol",yellow
C19812,12'-apo-Carotenal,yellow
C00251,"Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate",green
C00988,2-Phosphoglycolate; Phosphoglycolic acid,yellow
C18237,Molybdoenzyme molybdenum cofactor; Molybdenum cofactor,green
C02582,Protein disulfide,yellow
C21999,Stearoyl-KDO2-lipid IVA; Octadecanoyl-KDO2-lipid IVA,blue
C20908,Dermatan 4-sulfate; Chondroitin sulfate B,yellow
C01161,"3,4-Dihydroxyphenylacetate; 3,4-Dihydroxyphenylacetic acid; Homoprotocatechuate",yellow
C14827,"9(S)-HPODE; 9(S)-HPOD; (10E,12Z)-(9S)-9-Hydroperoxyoctadeca-10,12-dienoic acid; (9S,10E,12Z)-9-Hydroperoxy-10,12-octadecadienoate",yellow
C15672,Heme O,yellow
C01268,"5-Amino-6-(5'-phosphoribosylamino)uracil; 5-Amino-6-(ribosylamino)-2,4-(1H,3H)-pyrimidinedione 5'-phosphate; 5-Amino-6-(5-phosphoribosylamino)uracil",green
C02463,Precorrin 2; Dihydrosirohydrochlorin,green
C00957,Mercaptopyruvate; 2-Oxo-3-sulfanylpropanoate; 3-Mercaptopyruvic acid; 3-Mercaptopyruvate,green
C14863,2-(S-Glutathionyl)acetyl glutathione,yellow
C01081,Thiamin monophosphate; Thiamine monophosphate; Thiamin phosphate; Thiamine phosphate; TMP,green
C20658,O-Acetyl-ADP-ribose; 2''-O-Acetyl-ADP-ribose; AADPR,green
C00328,L-Kynurenine; 3-Anthraniloyl-L-alanine,yellow
C00005,NADPH; TPNH; Reduced nicotinamide adenine dinucleotide phosphate,green
C05504,"16-Glucuronide-estriol; 16alpha,17beta-Estriol 16-(beta-D-glucuronide)",yellow
C21926,Medium-chain acyl-CoA,yellow
C05512,Deoxyinosine; 2'-Deoxyinosine,green
C17743,Bisdemethoxycurcumin,yellow
C01747,Psychosine; Galactosylsphingosine; O-Galactosylsphingosine,yellow
C07490,"Trichloroethanol; 2,2,2-Trichloroethanol",green
C04039,"2,3-Dihydroxy-3-methylbutanoate; 2,3-Dihydroxy-isovalerate; 2,3-Dihydroxy-isovaleric acid",green
C04295,"Androstenediol; Androst-5-ene-3beta,17beta-diol; 3beta,17beta-Dihydroxyandrost-5-ene; 3beta,17beta-Dihydroxy-5-androstene",yellow
C01079,Protoporphyrinogen IX,yellow
C00944,3-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinate; 5-Dehydroquinic acid,green
C00226,Primary alcohol; 1-Alcohol,yellow
C11874,Kaur-16-en-18-oic acid; (-)-Kaur-16-en-19-oic acid; Kaurenic acid; Kaurenoic acid; ent-Kaur-16(17)-en-19-oic acid; ent-Kaurenoic acid; ent-Kaur-16-en-19-oic acid; ent-Kaur-16-en-19-oate,yellow
C22501,alpha-D-Xylulofuranose,green
C20722,3-O-(alpha-D-Mannosyl)-L-threonyl-[protein]; [Protein]-3-O-(alpha-D-mannosyl)-L-threonine; O-D-Mannosylprotein,yellow
C20390,"N-Acetyl-alpha-D-glucosaminyl-diphospho-trans,octacis-decaprenol",blue
C16832,[Protein]-N6-[(R)-dihydrolipoyl]-L-lysine; [Lipoyl-carrier protein]-N6-[(R)-dihydrolipoyl]-L-lysine; Protein N6-(dihydrolipoyl)lysine,green
C08584,Capsanthin,yellow
C00361,dGDP; 2'-Deoxyguanosine 5'-diphosphate,green
C05276,trans-Oct-2-enoyl-CoA; (2E)-Octenoyl-CoA,yellow
C00044,GTP; Guanosine 5'-triphosphate,green
C01205,(R)-3-Amino-2-methylpropanoate; (R)-3-Aminoisobutyrate; D-3-Aminoisobutanoate; (R)-beta-Aminoisobutyrate; (R)-3-Aminoisobutyric acid,green
C16360,"3,7-Dimethyluric acid",yellow
C00040,Acyl-CoA; Acyl coenzyme A,green
C19771,2'-(5-Triphosphoribosyl)-3'-dephospho-CoA; 2'-(5-Triphospho-alpha-D-ribosyl)-3'-dephospho-CoA,blue
C15883,"2,3-Dimethyl-5-phytylquinol; 2,3-Dimethyl-5-phytyl-1,4-hydroquinone; 2,3-Dimethyl-6-phytylbenzene-1,4-diol",yellow
C05852,2-Hydroxyphenylacetate; 2-Hydroxyphenylacetic acid,yellow
C05822,3'-CMP; Cytidine 3'-phosphate,blue
C02198,"Thromboxane A2; (5Z,13E)-(15S)-9alpha,11alpha-Epoxy-15-hydroxythromboxa-5,13-dienoate; (5Z,9alpha,11alpha,13E,15S)-9,11-Epoxy-15-hydroxythromboxa-5,13-dien-1-oic acid; TXA2",yellow
C15501,3-Epihydroxymugineic acid,yellow
C15781,24-Methylenecholesterol,yellow
C11406,(5R)-6-Hydroxy-5-isopropenyl-2-methylhexanoate,blue
C15793,"Typhasterol; 2-Deoxycastasterone; (3alpha,5alpha,22R,23R,24S)-3,22,23-Trihydroxyergostan-6-one",yellow
C16634,5-Fluorouridine monophosphate,green
C20458,tRNA(Ala) hypoxanthine; Hypoxanthine in tRNA(Ala),yellow
C05922,Formamidopyrimidine nucleoside triphosphate,green
C22852,"1D-myo-Inositol 1,2,6-trisphosphate",yellow
C01533,Syringin; Eleutheroside B,yellow
C18310,3-Chloro-2-methylmaleylacetate,yellow
C01289,"N-Acetyl-D-glucosaminyldiphosphoundecaprenol; N-Acetyl-D-glucosaminyldiphospho-ditrans,octacis-undecaprenol; N-Acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol; Lipid I",blue
C16164,"(8Z,11Z,14Z,17Z)-Icosatetraenoyl-CoA; (8Z,11Z,14Z,17Z)-Icosa-8,11,14,17-tetraenoyl-CoA",yellow
C20676,"Short-chain trans-2,3-dehydroacyl-CoA",green
C00861,L-Rhamnulose; 6-Deoxy-L-fructose,blue
C16186,L-Ascorbate 6-phosphate,blue
C17570,"2-Methyl-6-solanyl-1,4-benzoquinol; 2-Methyl-6-nonaprenyl-benzene-1,4-diol; 2-Methyl-6-all-trans-nonaprenylbenzene-1,4-diol; 2-Methyl-6-solanesylbenzene-1,4-diol; MSBQ",yellow
C15794,"Castasterone; (2alpha,3alpha,5alpha,22R,23R,24S)-2,3,22,23-Tetrahydroxyergostan-6-one",yellow
C02962,D-Allose 6-phosphate,blue
C01753,beta-Sitosterol; Sitosterol,yellow
C05993,Acetyl adenylate; 5'-Acetylphosphoadenosine,green
C04006,1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate,green
C04938,"N-Acetyl-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-N-acetyl-beta-D-glucosaminyl-1,3-beta-D-galactosyl-1,4-beta-D-glucosylceramide",yellow
C01190,Glucosylceramide; Glucocerebroside; beta-D-Glucosyl-(1<->1)-ceramide; D-Glucosyl-N-acylsphingosine; beta-D-Glucosyl-N-acylsphingosine,green
C06025,KDO2-lipid IVA; Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A); KDO2-lipid IV(A); alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[lipid IVA],green
C02642,3-Ureidopropionate; 3-Ureidopropanoate; beta-Ureidopropionic acid; N-Carbamoyl-beta-alanine,green
C06377,D-Galactosamine 6-phosphate,blue
C17337,7alpha-Hydroxy-3-oxo-4-cholestenoate,yellow
C04712,(7R)-7-(5-Carboxy-5-oxopentanoyl)aminocephalosporinate,yellow
C00088,Nitrite,green
C08614,Violaxanthin; all-trans-Violaxanthin,yellow
C03722,"Quinolinate; Pyridine-2,3-dicarboxylate; Quinolinic acid; 2,3-Pyridinedicarboxylic acid",green
C04157,tRNA containing N1-methylguanine; N1-Methylguanine in tRNA,green
C05294,"19-Hydroxytestosterone; 17beta,19-Dihydroxyandrost-4-en-3-one",yellow
C00069,Alcohol,green
C14899,3-Dehydro-L-gulonate 6-phosphate,blue
C04501,N-Acetyl-alpha-D-glucosamine 1-phosphate,green
C00325,GDP-L-fucose; GDP-beta-L-fucose,yellow
C11526,"5-PP-InsP5; 5-Diphosphoinositol pentakisphosphate; 1D-myo-Inositol 5-diphosphate pentakisphosphate; 1D-myo-Inositol 5-diphosphate 1,2,3,4,6-pentakisphosphate",yellow
C20238,(2R)-Ethylmalonyl-CoA,green
C06113,L-Aspartyl-tRNA(Asn); Asp-tRNA(Asn); Aspartyl-tRNA(Asn),green
C11545,Cobalt-precorrin 8; Cobalt-precorrin-8,blue
C00624,N-Acetyl-L-glutamate; N-Acetyl-L-glutamic acid,green
C05643,6-Hydroxymelatonin,yellow
C00692,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate; UDP-N-acetyl-alpha-D-muramoyl-L-alanyl-D-glutamate,blue
C00114,Choline; Bilineurine,green
C05692,Se-Adenosyl-L-selenohomocysteine; Se-Adenosylselenohomocysteine,yellow
C08580,"Astaxanthin; (3S,3'S)-Astaxanthin; (3S,3'S)-3,3'-Dihydroxy-beta,beta-carotene-4,4'-dione",yellow
C00141,3-Methyl-2-oxobutanoic acid; 3-Methyl-2-oxobutyric acid; 3-Methyl-2-oxobutanoate; 2-Oxo-3-methylbutanoate; 2-Oxoisovalerate; 2-Oxoisopentanoate; alpha-Ketovaline; 2-Ketovaline; 2-Keto-3-methylbutyric acid; alpha-Ketoisovalerate,green
C22123,Avenastenone,yellow
C00242,Guanine; 2-Amino-6-hydroxypurine,green
C01222,GDP-4-dehydro-6-deoxy-D-mannose; GDP-4-dehydro-6-deoxy-D-talose; GDP-4-oxo-6-deoxy-D-mannose; GDP-4-dehydro-D-rhamnose; GDP-4-keto-6-deoxy-D-mannose; GDP-4-dehydro-alpha-D-rhamnose; GDP-4-dehydro-6-deoxy-alpha-D-mannose,green
C14813,"11H-14,15-EETA; 11-Hydroxy-14,15-EETA; 11-Hydroxy-14,15-epoxyeicosatrienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyeicosa-5,8,12-trienoic acid; (5Z,8Z,12E)-14,15-Epoxy-11-hydroxyicosa-5,8,12-trienoic acid",yellow
C05810,2-Octaprenylphenol,blue
C21939,"(5Z,8Z,11Z)-Icosatrienoyl-CoA; (5Z,8Z,11Z)-Eicosatrienoyl-CoA; 5Z,8Z,11Z-Eicosatrienoyl-CoA",yellow
C00852,Chlorogenate; Chlorogenic acid; Caffeoyl quinic acid; trans-5-O-Caffeoyl-D-quinate,yellow
C05588,L-Metanephrine,yellow
C04350,(E)-4-Hydroxyphenylacetaldehyde oxime; (E)-[4-Hydroxyphenylacetaldehyde oxime],yellow
C17148,Oleanolic acid; 3beta-Hydroxyolean-12-en-28-oic acid; Astrantiagenin C; Caryophyllin; Oleanolate,yellow
C04573,UDP-N-acetyl-2-amino-2-deoxy-D-glucuronate; UDP-N-acetyl-D-glucosaminuronate; UDP-N-acetyl-2-amino-2-deoxy-alpha-D-glucuronate; UDP-N-acetyl-alpha-D-glucosaminouronate,blue
C00473,Retinol; all-trans-Retinol; Vitamin A; Vitamin A1,green
C21750,5-Fluorodeoxyuridine diphosphate,yellow
C11136,Etiocholan-3alpha-ol-17-one 3-glucuronide,yellow
C01571,Decanoic acid; Decanoate; Decylic acid; n-Capric acid,green
C02888,Sorbose 1-phosphate; L-Sorbose 1P; L-xylo-Hexulose 1-phosphate; L-Sorbose 1-phosphate,blue
C01286,2-Dehydro-3-deoxy-6-phospho-D-galactonate; 2-Dehydro-3-deoxy-D-galactonate 6-phosphate,blue
C00264,3-Oxoacyl-CoA,yellow
C01419,Cys-Gly; L-Cysteinylglycine,green
C00794,D-Sorbitol; D-Glucitol; L-Gulitol; Sorbitol,green
C17343,"(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA",yellow
C00349,2-Methyl-3-oxopropanoate; 3-Oxo-2-methylpropanoate; Methylmalonate semialdehyde,yellow
C02687,alpha-D-Glucosylglycogenin,yellow
C20723,3-O-[N-Acetyl-beta-D-glucosaminyl-(1->4)-alpha-D-mannosyl]-L-threonyl-[protein],yellow
C03506,"Indoleglycerol phosphate; 1-C-(Indol-3-yl)glycerol 3-phosphate; (3-Indolyl)-glycerol phosphate; C1-(3-Indolyl)-glycerol 3-phosphate; (1S,2R)-1-C-(Indol-3-yl)glycerol 3-phosphate; Indole-3-glycerol phosphate",green
C05130,Imidazole-4-acetaldehyde; Imidazole acetaldehyde,yellow
C11876,"6beta,7beta-Dihydroxykaurenoic acid; ent-6alpha,7alpha-Dihydroxykaur-16-en-19-oic acid",yellow
C15522,"4a-Hydroxytetrahydrobiopterin; 4a-Hydroxy-5,6,4,8-tetrahydrobiopterin; (6R)-6-(L-erythro-1,2-Dihydroxypropyl)-5,6,7,8-tetrahydro-4a-hydroxypterin; 6-[(1R,2S)-1,2-Dihydroxypropyl]-5,6,7,8-tetrahydro-4a-hydroxypterin",yellow
C16374,"(2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosaheptaenoyl-CoA; (2E,6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosa-2,6,9,12,15,18,21-heptaenoyl-CoA",yellow
C05502,22(R)-Hydroxycholesterol; (22R)-22-Hydroxycholesterol; 22beta-Hydroxycholesterol,yellow
C03579,Gibberellin A8; 2beta-Hydroxygibberellin 1,yellow
C05341,beta-Alanyl-L-lysine,yellow
C05413,all-trans-Phytoene,yellow
C09762,"Liquiritigenin; 4',7-Dihydroxyflavanone",yellow
C21751,5-Fluorodeoxyuridine triphosphate,green
C00239,dCMP; Deoxycytidylic acid; Deoxycytidine monophosphate; Deoxycytidylate; 2'-Deoxycytidine 5'-monophosphate,yellow
C19880,D-glycero-alpha-D-manno-Heptose 1-phosphate,blue
C01744,Phloretate; Phloretic acid; 3-(4-Hydroxyphenyl)propanoate; 3-(4-Hydroxyphenyl)propionic acid,blue
C11827,[GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-A2pm-D-Ala-D-Ala)]n-diphosphoundecaprenol; [GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-A2pm-D-Ala-D-Ala)]n+1-diphosphoundecaprenol,blue
C18045,"7alpha-Hydroxydehydroepiandrosterone; 7alpha-OH-DHEA; 3beta,7alpha-Dihydroxy-5-androstene-17-one",yellow
C19723,[tRNA(Ile2)]-lysidine34,blue
C01284,"1D-myo-Inositol 1,3,4,5,6-pentakisphosphate; D-myo-Inositol 1,3,4,5,6-pentakisphosphate; Inositol 1,3,4,5,6-pentakisphosphate",yellow
C00517,Hexadecanal; Palmitaldehyde,yellow
C02220,"2-Aminomuconate; 2-Aminomuconic acid; o-Aminomuconate; (2E,4Z)-2-Aminohexa-2,4-dienedioate; (2E,4Z)-2-Aminohexa-2,4-dienedioic acid",yellow
C02282,Glutaminyl-tRNA; L-Glutaminyl-tRNA(Gln); Glutaminyl-tRNA(Gln); Gln-tRNA(Gln),green
C05379,Oxalosuccinate; Oxalosuccinic acid,green
C00899,11-cis-Retinol,yellow
C06094,Gibberellin A53,yellow
C00645,N-Acetyl-D-mannosamine; 2-Acetamido-2-deoxy-D-mannose,green
C05467,"3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA; 3alpha,7alpha,12alpha-Trihydroxy-24-oxo-5beta-cholestanoyl-CoA",yellow
C05460,"(24E)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA; 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA",yellow
C01094,D-Fructose 1-phosphate,green
C08604,Cyanidin 3-O-glucoside; Chrysanthemin; Cyanidin 3-O-beta-D-glucoside,yellow
C01227,Dehydroepiandrosterone; 3beta-Hydroxyandrost-5-en-17-one; Dehydroisoandrosterone; DHA; DHEA,yellow
C11902,9alpha-Copalyl diphosphate; syn-Copalyl diphosphate,yellow
C01228,"Guanosine 3',5'-bis(diphosphate); Guanosine 3'-diphosphate 5'-diphosphate; Guanosine 5'-diphosphate,3'-diphosphate",green
C06250,Holo-[carboxylase]; Biotin-carboxyl-carrier protein; [Biotin carboxyl-carrier protein]-biotin-N6-L-lysine; [Biotin carboxyl-carrier protein]-N6-biotinyl-L-lysine,green
C05778,Sirohydrochlorin,yellow
C00132,Methanol; Methyl alcohol; CH3OH,green
C00523,Androsterone; 3alpha-Hydroxy-5alpha-androstan-17-one,yellow
C00243,Lactose; 1-beta-D-Galactopyranosyl-4-D-glucopyranose; beta-D-Gal-(1->4)-D-Glc; Milk sugar,yellow
C15974,3-Methyl-1-hydroxybutyl-ThPP; 3-Methyl-1-hydroxybutyl-TPP,green
C01069,Desulfoglucotropeolin,yellow
C00007,Oxygen; O2,green
C11821,5-Hydroxyisourate,yellow
C06089,ent-Copalyl diphosphate; (-)-Copalyl diphosphate,yellow
C18044,3beta-Hydroxypregn-5-en-20-one sulfate; Pregnenolone sulfate,yellow
C00327,L-Citrulline; 2-Amino-5-ureidovaleric acid; Citrulline,green
C22441,dZMP; 2-Amino-2'-deoxyadenosine 5'-monophosphate,green
C15882,"2-Methyl-6-phytylquinol; 2-Methyl-6-phytyl-1,4-hydroquinone; 2-Methyl-6-phytylbenzene-1,4-diol; 2-Methyl-6-phytyl-1,4-benzoquinol",yellow
C01262,beta-Alanyl-N(pi)-methyl-L-histidine; Anserine,yellow
C02504,alpha-Isopropylmalate; (2S)-2-Isopropylmalate; (2S)-2-Hydroxy-2-isopropylsuccinic acid; 2-Isopropylmalic acid; 3-Carboxy-3-hydroxy-4-methylpentanoate; 3-Carboxy-3-hydroxyisocaproate; (2S)-2-Isopropylmalic acid,green
C22555,3-O-Sulfated heparan sulfate containing L-iduronate 2-sulfate; 3-O-Sulfated heparan sulfate,yellow
C00152,L-Asparagine; 2-Aminosuccinamic acid,green
C16321,"9(S)-HPOT; (10E,12Z,15Z)-(9S)-9-Hydroperoxyoctadeca-10,12,15-trienoic acid; 9(S)-HpOTrE; (9S,10E,12Z,15Z)-9-Hydroperoxy-10,12,15-octadecatrienoate",yellow
C06102,Adipate semialdehyde; Hexan-1-one-6-carboxylate; 6-Oxohexanoate; 6-Oxohexanoic acid,green
C05299,2-Methoxyestrone,yellow
C00502,D-Xylonate,blue
C16630,"5,6-Dihydro-5-fluorouracil; 5-Fluorodihydrouracil",yellow
C00332,Acetoacetyl-CoA; Acetoacetyl coenzyme A; 3-Acetoacetyl-CoA,green
C01885,1-Acylglycerol; Glyceride; Monoglyceride; Monoacylglycerol; 1-Monoacylglycerol,green
C00130,IMP; Inosinic acid; Inosine monophosphate; Inosine 5'-monophosphate; Inosine 5'-phosphate; 5'-Inosinate; 5'-Inosinic acid; 5'-Inosine monophosphate; 5'-IMP,yellow
C16220,(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]; (R)-3-Hydroxyoctadecanoyl-[acp]; (R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]; (R)-3-Hydroxystearoyl-[acp]; (R)-3-Hydroxystearoyl-[acyl-carrier protein],green
C00118,D-Glyceraldehyde 3-phosphate; (2R)-2-Hydroxy-3-(phosphonooxy)-propanal; Glyceraldehyde 3-phosphate,green
C00700,XTP; Xanthosine 5'-triphosphate,yellow
C00380,Cytosine,blue
C00313,Oxalyl-CoA,yellow
C16336,trans-2-Enoyl-OPC4-CoA,yellow
C16163,"(6Z,9Z,12Z,15Z)-Octadecatetraenoyl-CoA; Stearidonoyl-CoA",yellow
C00184,"Glycerone; Dihydroxyacetone; 1,3-Dihydroxyacetone; 1,3-Dihydroxy-2-propanone; 1,3-Dihydroxypropan-2-one",blue
C02995,Maltose 6'-phosphate,blue
C00636,D-Mannose 1-phosphate; alpha-D-Mannose 1-phosphate,green
C16311,12-Oxo-9(Z)-dodecenoic acid,yellow
C16612,Citalopram aldehyde,yellow
