c_id,name,origin
C21173,PEtN-KDO2-lipid A; 7-O-Ethanolaminephospho-alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid A,blue
C02163,L-Arginyl-tRNA(Arg); L-Arginyl-tRNA,blue
C02429,L-Leucyl-protein,blue
C06509,Adenosyl cobinamide phosphate; Adenosylcobinamide phosphate,blue
C01031,S-Formylglutathione,blue
C05379,Oxalosuccinate; Oxalosuccinic acid,blue
C05336,Selenomethionyl-tRNA(Met); L-Selenomethionyl-tRNA(Met),blue
C04171,"(2S,3S)-2,3-Dihydro-2,3-dihydroxybenzoate; (2S,3S)-2,3-Dihydroxy-2,3-dihydroxybenzoate",blue
C16618,6-Thioxanthine 5'-monophosphate,blue
C01801,Deoxyribose; 2-Deoxy-D-erythro-pentose; Thyminose; 2-Deoxy-D-ribose,blue
C02995,Maltose 6'-phosphate,blue
C00309,D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose,blue
C04707,"(5Z,13E)-11alpha-Hydroxy-9,15-dioxoprost-5,13-dienoate; 15-Keto-prostaglandin E2",blue
C14803,"1-Nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene",blue
C00559,Deoxyadenosine; 2'-Deoxyadenosine,blue
C20236,4-O-beta-D-Mannopyranosyl-D-glucopyranose,blue
C00197,3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate,blue
C20345,Isopentenyl phosphate; 3-Methylbut-3-en-1-yl phosphate,blue
C05697,Selenate; Selenic acid,blue
C00439,N-Formimino-L-glutamate; N-Formimidoyl-L-glutamate,blue
C16720,Peptide 2-[3-carboxy-3-(dimethylammonio)propyl]-L-histidine; 2-[3-Carboxy-3-(dimethylammonio)propyl]-L-histidine; EF-2 2-[3-carboxy-3-(dimethylammonio)propyl]-L-histidine; Elongation factor 2 2-[3-carboxy-3-(dimethylammonio)propyl]-L-histidine; 2-[(3S)-3-Carboxy-3-(dimethylamino)propyl]-L-histidine-[translation elongation factor 2],blue
C01279,4-Amino-5-hydroxymethyl-2-methylpyrimidine; Toxopyrimidine; 4-Amino-2-methyl-5-pyrimidinemethanol; HMP,blue
C02686,Galactosylceramide; Galactocerebroside; Cerebroside; D-Galactosyl-N-acylsphingosine; D-Galactosylceramide; beta-D-Galactosyl-N-acylsphingosine,blue
C05759,3-Oxotetradecanoyl-[acp]; 3-Oxotetradecanoyl-[acyl-carrier protein],blue
C05974,2-Acyl-sn-glycero-3-phosphoserine; 2-Acyl-1-lyso-phosphatidylserine,blue
C00095,D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose,blue
C11478,tRNA containing 5-(aminomethyl)-2-thiouridine; tRNA containing nm5s2U,blue
C02988,L-Histidyl-tRNA(His),blue
C17322,tRNA containing 2-thiouridine; tRNA containing s2U,blue
C05819,Menaquinol; Reduced menaquinone; Vitamin K2 hydroquinone; Reduced vitamin K2,blue
C00077,"L-Ornithine; (S)-2,5-Diaminovaleric acid; (S)-2,5-Diaminopentanoic acid; (S)-2,5-Diaminopentanoate",blue
C00266,Glycolaldehyde; Hydroxyacetaldehyde,blue
C00051,Glutathione; 5-L-Glutamyl-L-cysteinylglycine; N-(N-gamma-L-Glutamyl-L-cysteinyl)glycine; gamma-L-Glutamyl-L-cysteinyl-glycine; GSH; Reduced glutathione,green
C00109,2-Oxobutanoate; 2-Ketobutyric acid; 2-Oxobutyric acid; 2-Oxobutyrate; 2-Oxobutanoic acid; alpha-Ketobutyric acid; alpha-Ketobutyrate,green
C00127,Glutathione disulfide; GSSG; Oxiglutatione; Oxidized glutathione,blue
C00083,Malonyl-CoA; Malonyl coenzyme A,blue
C03402,L-Asparaginyl-tRNA(Asn); Asn-tRNA(Asn); Asparaginyl-tRNA(Asn),blue
C05686,Adenylylselenate; Adenosine-5'-phosphoselenate,blue
C00126,Ferrocytochrome c; Cytochrome c2+; Reduced cytochrome c,blue
C00231,D-Xylulose 5-phosphate,blue
C21015,gamma-L-Glutamyl-L-2-aminobutyrate,blue
C11062,4-Hydroxybutyryl-CoA; 4-Hydroxybutanoyl-CoA,blue
C01179,3-(4-Hydroxyphenyl)pyruvate; 4-Hydroxyphenylpyruvate; p-Hydroxyphenylpyruvic acid,blue
C02336,beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose,blue
C06481,L-Seryl-tRNA(Sec),blue
C01131,L-Rhamnulose 1-phosphate,blue
C02291,L-Cystathionine,blue
C16470,5-Methylhex-4-enoyl-CoA,blue
C16237,Protein N6-(lipoyl)lysine; [Lipoyl-carrier protein]-N6-(lipoyl)lysine,blue
C00047,"L-Lysine; Lysine acid; 2,6-Diaminohexanoic acid",green
C00254,Prephenate; Prephenic acid,blue
C00705,dCDP; 2'-Deoxycytidine diphosphate; 2'-Deoxycytidine 5'-diphosphate,green
C02097,dTDP-galactose; dTDP-D-galactose,blue
C03459,2-Hydroxy-3-oxosuccinate; Oxaloglycolate,blue
C00944,3-Dehydroquinate; 3-Dehydroquinic acid; 5-Dehydroquinate; 5-Dehydroquinic acid,blue
C19848,Adenylated molybdopterin; Adenylyl-molybdopterin,blue
C03838,5'-Phosphoribosylglycinamide; GAR; N1-(5-Phospho-D-ribosyl)glycinamide; Glycinamide ribonucleotide; N1-(5-Phospho-beta-D-ribosyl)glycinamide,blue
C12455,5-Aminopentanal,blue
C05539,N-Acetyl-L-2-amino-6-oxopimelate; L-2-Acetamido-6-oxoheptanedioate; L-2-Acetamido-6-oxopimelate,blue
C02702,L-Prolyl-tRNA(Pro),blue
C05312,Protein glycin-2-yl radical; [Enzyme]-glycin-2-yl radical,blue
C00103,D-Glucose 1-phosphate; alpha-D-Glucose 1-phosphate; Cori ester; D-Glucose alpha-1-phosphate,blue
C00151,L-Amino acid; L-2-Amino acid,blue
C21461,KDO2-lipid A 1-(2-aminoethyl diphosphate),blue
C03069,3-Methylcrotonyl-CoA; 3-Methylbut-2-enoyl-CoA; 3-Methylcrotonoyl-CoA; Dimethylacryloyl-CoA,blue
C00039,DNA; DNAn; DNAn+1; (Deoxyribonucleotide)n; (Deoxyribonucleotide)m; (Deoxyribonucleotide)n+m; Deoxyribonucleic acid,blue
C04652,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine; UDP-2,3-bis(beta-hydroxymyristoyl)-D-glucosamine; UDP-2,3-bis(3-hydroxytetradecanoyl)-D-glucosamine; UDP-2,3-bis[O-(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine",blue
C16392,"4-Hydroxylamino-2,6-dinitrotoluene",blue
C15804,p-Hydroxyphenyl lignin,blue
C12248,"5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate; 2-Oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline",blue
C00631,2-Phospho-D-glycerate; D-Glycerate 2-phosphate; 2-Phospho-(R)-glycerate,blue
C00842,dTDP-glucose; dTDP-D-glucose; dTDP-alpha-D-glucose,blue
C00067,Formaldehyde; Methanal; Oxomethane; Oxomethylene; Methylene oxide; Formalin,blue
C16273,3-Hydroxy-5-oxohexanoyl-CoA,blue
C02565,"N-Methylhydantoin; N-Methylimidazolidine-2,4-dione",blue
C05276,trans-Oct-2-enoyl-CoA; (2E)-Octenoyl-CoA,blue
C04638,"2,3-Bis-(O-geranylgeranyl)-sn-glycerol 1-phosphate; 2,3-Bis-O-(geranylgeranyl)glycerol 1-phosphate; 2,3-Digeranylgeranyl sn-glycerol 1-phosphate",blue
C05791,D-Urobilinogen,blue
C20683,Long-chain acyl-[acyl-carrier protein],blue
C06311,Galactitol 1-phosphate; L-Galactitol 1-phosphate; D-Galactitol 6-phosphate,blue
C01468,4-Cresol; p-Cresol; 4-Hydroxytoluene; 4-Methylphenol,blue
C11638,3-Amino-2-oxopropyl phosphate; 1-Amino-3-(phosphohydroxy)propan-2-one,blue
C00112,CDP; Cytidine 5'-diphosphate; Cytidine diphosphate,green
C20567,"7,8-Dihydroneopterin 2',3'-cyclic phosphate",blue
C12835,"2,5-Dichloro-4-oxohex-2-enedioate; 2,5-Dichloro-4-oxohex-2-enedioic acid",blue
C00282,Hydrogen; H2,blue
C05824,S-Sulfo-L-cysteine,blue
C15587,Purine; Purine base,blue
C06022,UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine; UDP-3-O-(beta-hydroxymyristoyl)-D-glucosamine; UDP-3-O-[(3R)-3-hydroxymyristoyl]-D-glucosamine; UDP-3-O-[(3R)-3-hydroxymyristoyl]-alpha-D-glucosamine,blue
C00092,D-Glucose 6-phosphate; Glucose 6-phosphate; Robison ester,blue
C00212,Adenosine,green
C00055,CMP; Cytidine-5'-monophosphate; Cytidylic acid,blue
C01118,O-Succinyl-L-homoserine; O4-Succinyl-L-homoserine; O-Succinylhomoserine,blue
C20768,"UDP-2-acetamido-2,6-dideoxy-beta-L-talose; UDP-N-acetyl-beta-L-pneumosamine",blue
C19883,alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[4-P-L-Ara4N]-lipid IVA,blue
C01146,2-Hydroxy-3-oxopropanoate; Tartronate semialdehyde,blue
C02323,Salicyl alcohol; Saligenin; 2-Hydroxybenzyl alcohol; 2-(Hydroxymethyl)phenol,blue
C00923,Ferricytochrome,blue
C05394,3-Keto-beta-D-galactose,blue
C21982,Lipid IVB; 2-Deoxy-2-{[(3R)-3-hydroxytetradecanoyl]amino}-3-O-[(3R)-3-hydroxytetradecanoyl]-4-O-phospho-beta-D-glucopyranosyl-(1->6)-2-deoxy-3-O-[(3R)-3-hydroxytetradecanoyl]-2-{[(3R)-3-(hexadecanoyloxy)tetradecanoyl]amino}-1-O-phospho-alpha-D-glucopyranose,blue
C01077,O-Acetyl-L-homoserine; O-Acetylhomoserine,blue
C14864,S-(2-Chloroacetyl)glutathione,blue
C21029,(R)-3-Ureidoisobutyrate; (R)-N-Carbamyl-beta-aminoisobutyrate,blue
C00644,D-Mannitol 1-phosphate,blue
C03692,"1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol; D-Galactosyldiacylglycerol; 3-beta-D-Galactosyl-1,2-diacylglycerol; Monogalactosyldiglyceride; Monogalactosyl-diacylglycerol; MGDG; Galbeta1->3acyl2Gro; 3-(beta-D-Galactosyl)-1,2-diacyl-sn-glycerol; 1,2-Diacyl-3-O-(beta-D-galactopyranosyl)-sn-glycerol",blue
C03064,3-Dehydro-L-threonate; 3-Dehydro-D-erythronate,blue
C00448,"trans,trans-Farnesyl diphosphate; Farnesyl diphosphate; Farnesyl pyrophosphate; 2-trans,6-trans-Farnesyl diphosphate; (2E,6E)-Farnesyl diphosphate",green
C20446,tRNA 7-aminomethyl-7-carbaguanine; tRNA preQ1; 7-Aminomethyl-7-carbaguanine in tRNA,blue
C00315,"Spermidine; N-(3-Aminopropyl)-1,4-butane-diamine",blue
C05973,2-Acyl-sn-glycero-3-phosphoethanolamine; L-1-Lysophosphatidylethanolamine; O-(2-Acyl-sn-glycero-3-phospho)-ethanolamine,blue
C01137,S-Adenosylmethioninamine; (5-Deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium; (5-Deoxy-5-adenosyl)(3-aminopropyl)methylsulfonium cation; S-Adenosyl-(5')-3-methylthiopropylamine; S-Adenosyl 3-(methylthio)propylamine; S-Adenosyl 3-(methylsulfanyl)propylamine; Decarboxy-AdoMet,blue
C03313,Phylloquinol; Vitamin K1 hydroquinone; Phytonadiol,blue
C04281,"L-1-Pyrroline-3-hydroxy-5-carboxylate; 3-Hydroxy-L-1-pyrroline-5-carboxylate; (3R,5S)-1-Pyrroline-3-hydroxy-5-carboxylate; (3R,5S)-3-Hydroxy-1-pyrroline-5-carboxylate",blue
C00984,alpha-D-Galactose,blue
C04438,1-Acyl-sn-glycero-3-phosphoethanolamine; L-2-Lysophosphatidylethanolamine,blue
C00504,Folate; Pteroylglutamic acid; Folic acid,blue
C00435,Oxidized rubredoxin,blue
C00363,dTDP; Deoxythymidine 5'-diphosphate,green
C04556,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine; (4-Amino-2-methylpyrimidin-5-yl)methyl phosphate; 4-Amino-5-hydroxymethyl-2-methylpyrimidine phosphate; HMP-P,blue
C02415,Histone-L-lysine,blue
C20959,"(4S)-4-Hydroxy-5-phosphooxypentane-2,3-dione; (4S)-4-Hydroxy-5-phosphonooxypentane-2,3-dione; Phospho-DPD; P-DPD; (2S)-2-Hydroxy-3,4-dioxopentyl phosphate; Phospho-AI-2",blue
C21018,Enzyme N6-(S-propyldihydrolipoyl)lysine; S-Propyldihydrolipoamide-E,blue
C02714,N-Acetylputrescine,blue
C06025,KDO2-lipid IVA; Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A); KDO2-lipid IV(A); alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-[lipid IVA],blue
C04246,But-2-enoyl-[acyl-carrier protein]; (2E)-But-2-enoyl-[acp]; (2E)-Butenoyl-[acp],blue
C03657,"1,4-Dihydroxy-2-naphthoate; 1,4-Dihydroxy-2-naphthoic acid",blue
C00207,Acetone; Dimethyl ketone; 2-Propanone; Propan-2-one,blue
C00166,Phenylpyruvate; Phenylpyruvic acid; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate; 2-Oxo-3-phenylpropanoate,blue
C02412,Glycyl-tRNA(Gly),blue
C05980,"Cardiolipin; Diphosphatidylglycerol; 1',3'-Bis(1,2-diacyl-sn-glycero-3-phospho)-sn-glycerol",blue
C16633,5-Fluorouridine,blue
C00993,D-Alanyl-D-alanine; D-Ala-D-Ala,blue
C21463,"KDO2-lipid A 1,4'-bis(2-aminoethyl diphosphate)",blue
C21438,11a-Hydroxyoxytetracycline,blue
C04114,(E)-4-(Trimethylammonio)but-2-enoate; Crotono-betaine; Crotonobetaine,blue
C20751,N6-L-Threonylcarbamoyladenine in tRNA; t6A in tRNA,blue
C02953,"7,8-Dihydrobiopterin; L-erythro-7,8-Dihydrobiopterin",blue
C05796,Galactan,blue
C19085,tRNA with a 3' CCA end,blue
C00086,Urea; Carbamide,blue
C01236,"D-Glucono-1,5-lactone 6-phosphate; 6-Phospho-D-glucono-1,5-lactone",blue
C21993,C16-KDO2-lipid A; Palmitoylated KDO2-lipid A; Palmitoyl-KDO2-lipid A,blue
C00455,Nicotinamide D-ribonucleotide; NMN; Nicotinamide mononucleotide; Nicotinamide ribonucleotide; Nicotinamide nucleotide; beta-Nicotinamide D-ribonucleotide; beta-Nicotinamide ribonucleotide; beta-Nicotinamide mononucleotide,blue
C00013,Diphosphate; Diphosphoric acid; Pyrophosphate; Pyrophosphoric acid; PPi,blue
C00954,Indole-3-acetate; Indole-3-acetic acid; (Indol-3-yl)acetate; Indoleacetate; Indoleacetic acid; (1H-indol-3-yl)acetate; IAA,green
C00179,Agmatine; (4-Aminobutyl) guanidine,green
C00165,Diacylglycerol; Diglyceride,blue
C00143,"5,10-Methylenetetrahydrofolate; (6R)-5,10-Methylenetetrahydrofolate; 5,10-Methylene-THF",blue
C05396,Lactose 6'-phosphate,blue
C05893,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine; GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol; GlcNAc-(1->4)-MurNAc(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol; beta-D-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphospho-ditrans,octacis-undecaprenol",blue
C04006,1D-myo-Inositol 3-phosphate; D-myo-Inositol 3-phosphate; myo-Inositol 3-phosphate; Inositol 3-phosphate; 1D-myo-Inositol 3-monophosphate; D-myo-Inositol 3-monophosphate; myo-Inositol 3-monophosphate; Inositol 3-monophosphate; 1L-myo-Inositol 1-phosphate; L-myo-Inositol 1-phosphate,blue
C05983,Propionyladenylate; Propionyl-adenosine monophosphate,blue
C15972,Enzyme N6-(lipoyl)lysine; Lipoamide-E; [E2 protein]-N6-lipoyl-L-lysine; [Lipoyl-carrier protein E2]-N6-lipoyl-L-lysine,blue
C10208,Daidzein,green
C00114,Choline; Bilineurine,green
C16186,L-Ascorbate 6-phosphate,blue
C00894,Propenoyl-CoA; Acryloyl-CoA; Acrylyl-CoA,blue
C06148,"2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine",blue
C04823,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole; 1-(5'-Phosphoribosyl)-4-(N-succinocarboxamide)-5-aminoimidazole; 5'-Phosphoribosyl-4-(N-succinocarboxamide)-5-aminoimidazole; (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate; SAICAR,blue
C00120,Biotin; D-Biotin; Vitamin H; Coenzyme R,blue
C06320,Precorrin 6X; Precorrin 6A,blue
C00620,alpha-D-Ribose 1-phosphate; Ribose 1-phosphate; D-Ribose 1-phosphate,blue
C04570,Reduced electron-transferring flavoprotein; Reduced electron-transfer flavoprotein,blue
C01355,Fructan; beta-D-Fructan,blue
C17231,3-(7'-Methylthio)heptylmalic acid; 3-(7'-Methylthio)heptylmalate,blue
C14865,2-(S-Glutathionyl)acetyl chloride,blue
C00857,Deamino-NAD+; Deamido-NAD+; Deamido-NAD; Nicotinic acid adenine dinucleotide,blue
C16153,UDP-L-Ara4N; UDP-4-amino-4-deoxy-L-arabinose; UDP-4-amino-4-deoxy-beta-L-arabinopyranose,blue
C06114,gamma-Glutamyl-beta-aminopropiononitrile; gamma-Glutamyl-3-aminopropiononitrile,blue
C00032,Heme; Haem; Protoheme; Heme B; Protoheme IX,blue
C02338,beta-L-Rhamnose; beta-6-Deoxy-L-mannose; beta-L-Mannomethylose; beta-L-Rhamnopyranose,blue
C06250,Holo-[carboxylase]; Biotin-carboxyl-carrier protein; [Biotin carboxyl-carrier protein]-biotin-N6-L-lysine; [Biotin carboxyl-carrier protein]-N6-biotinyl-L-lysine,blue
C11437,1-Deoxy-D-xylulose 5-phosphate,blue
C00089,Sucrose; Cane sugar; Saccharose; 1-alpha-D-Glucopyranosyl-2-beta-D-fructofuranoside,green
C02554,L-Valyl-tRNA(Val),blue
C00568,4-Aminobenzoate; ABEE; 4-Aminobenzoic acid; p-Aminobenzoate,blue
C04233,2-Acyl-sn-glycero-3-phosphocholine; 2-Acylglycero-3-phosphocholine; 1-Lysophosphatidylcholine; 1-Lysolecithin; 3-Lysolecithin,blue
C00195,N-Acylsphingosine; Ceramide; N-Acylsphing-4-enine; (4E)-Sphing-4-enine ceramide,blue
C00470,"Pectate; Pectic acid; alpha-D-Polygalacturonic acid; Poly(1,4-alpha-D-galacturonate); Poly(1,4-alpha-D-galacturonate)(n); (1,4-alpha-D-Galacturonide)n; [(1->4)-alpha-D-Galacturonosyl]n; De-esterified pectin; (1,4-alpha-D-Galacturonosyl)n",blue
C19673,Malonyl-[acp] methyl ester; Malonyl-[acyl-carrier protein] methyl ester,blue
C00668,alpha-D-Glucose 6-phosphate,blue
C01102,O-Phospho-L-homoserine,blue
C06735,Aminoacetaldehyde; 2-Aminoacetaldehyde,blue
C21383,3-Deoxy-D-glycero-D-galacto-non-2-ulopyranosonate 9-phosphate; 2-Keto-3-deoxy-D-glycero-D-galacto-nononate 9-phosphate; 3-Deoxy-D-glycero-D-galacto-non-2-ulosonate 9-phosphate; KDN 9-phosphate,blue
C01286,2-Dehydro-3-deoxy-6-phospho-D-galactonate; 2-Dehydro-3-deoxy-D-galactonate 6-phosphate,blue
C03221,2-trans-Dodecenoyl-CoA; (2E)-Dodec-2-enoyl-CoA; (2E)-Dodecenoyl-CoA,blue
C06407,Precorrin 4,blue
C00666,"LL-2,6-Diaminoheptanedioate; LL-2,6-Diaminopimelate; LL-2,6-Diaminopimelic acid; (2S,6S)-2,6-Diaminoheptanedioic acid",blue
C02985,L-Fucose 1-phosphate; 6-Deoxy-L-galactose 1-phosphate; beta-L-Fucose 1-phosphate,blue
C06054,2-Oxo-3-hydroxy-4-phosphobutanoate; alpha-Keto-3-hydroxy-4-phosphobutyrate; (3R)-3-Hydroxy-2-oxo-4-phosphonooxybutanoate; (3R)-3-Hydroxy-2-oxo-4-phosphooxybutanoate,blue
C00885,Isochorismate; Isochorismic acid,blue
C00071,Aldehyde; RCHO,blue
C20933,(9Z)-Hexadec-9-enoyl-KDO2-lipid IV(A); Palmitoleoyl-KDO2-lipid IV(A); (9Z)-Hexadec-9-enoyl-KDO2-lipid IVA,blue
C02430,L-Methionyl-tRNA; L-Methionyl-tRNA(Met),blue
C16698,N-Acetylmuramic acid 6-phosphate; N-Acetylmuramate 6-phosphate; MurNAc 6-phosphate,blue
C00431,5-Aminopentanoate; 5-Aminopentanoic acid; 5-Aminovaleric acid,blue
C00399,Ubiquinone; Coenzyme Q; CoQ; Q,blue
C11545,Cobalt-precorrin 8; Cobalt-precorrin-8,blue
C03291,L-Xylulose 5-phosphate,blue
C05259,3-Oxopalmitoyl-CoA; 3-Ketopalmitoyl-CoA; 3-Oxohexadecanoyl-CoA,blue
C00037,Glycine; Aminoacetic acid; Gly,green
C03508,L-2-Amino-3-oxobutanoic acid; L-2-Amino-3-oxobutanoate; L-2-Amino-acetoacetate; (S)-2-Amino-3-oxobutanoic acid,blue
C20374,Enoylglutaryl-[acp] methyl ester; Enoylglutaryl-[acyl-carrier protein] methyl ester,blue
C00155,L-Homocysteine; L-2-Amino-4-mercaptobutyric acid; Homocysteine,blue
C05946,(4R)-4-Hydroxy-2-oxoglutarate; (R)-2-Hydroxy-4-oxopentanedioate; D-4-Hydroxy-2-oxoglutarate,blue
C03272,"Globoside; Globoside I; N-Acetyl-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide; N-Acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide",blue
C00462,Halide; Hydrogen halide; HX; Halo acid,blue
C01242,[Protein]-S8-aminomethyldihydrolipoyllysine; [H-protein]-S-aminomethyldihydrolipoyllysine; S-Aminomethyldihydrolipoylprotein; [Glycine-cleavage complex H protein]-S-aminomethyl-N6-dihydrolipoyl-L-lysine; [GCSH]-S-aminomethyl-N6-dihydrolipoyl-L-lysine; [GcvH]-S-aminomethyl-N6-dihydrolipoyl-L-lysine,blue
C00012,Peptide,blue
C06613,trans-3-Chloroallyl aldehyde; trans-3-Chloro-2-propenal,blue
C00002,ATP; Adenosine 5'-triphosphate,blue
C00804,Propynoate; Propiolic acid; Acetylenecarboxylic acid; Acetylenemonocarboxylate,blue
C14099,2-Naphthaldehyde; 2-Naphthalenecarboxaldehyde,blue
C00198,"D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone",blue
C00011,CO2; Carbon dioxide,blue
C06504,"Cob(II)yrinate a,c diamide; Cob(II)yrinate diamide; Cob(II)yrinic acid a,c-diamide; Cobyrinate a,c-diamide; Cobyrinic acid a,c-diamide",blue
C00438,N-Carbamoyl-L-aspartate,blue
C00558,D-Tagaturonate; D-Tagaturonic acid,blue
C18911,(R)-4-Phosphopantoate,blue
C00389,"Quercetin; 3,3',4,5,7-Pentahydroxyflavone; 3,5,7,3',4'-Pentahydroxyflavone",green
C00519,Hypotaurine; 2-Aminoethanesulfinic acid,blue
C04895,"7,8-Dihydroneopterin 3'-triphosphate; 2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate; 6-(L-erythro-1,2-Dihydroxypropyl 3-triphosphate)-7,8-dihydropterin; 6-[(1S,2R)-1,2-Dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin",blue
